City,Year,Latitude,Longitude,Historical_Event_Count,Frequency_Past_EQ,Average_Magnitude,Time_Since_Last_Event,Nearby_Fault_Activity,Seismic_Zone,Proximity_to_Fault_Line_km,Soil_Type,Depth_km,Magnitude,Predicted_Hazard_Level,Building_Type,Building_Age_Years,Building_Material,Population_Density,Predicted_Damage_Level,Estimated_Damage_Percent,Average_Building_Value_INR,Number_of_Structures,Insurance_Coverage,Estimated_Financial_Loss_INR,Estimated_Insurance_Recovery_INR,Net_Economic_Impact_INR,Risk_Propensity_Score,Hazard_Scenario_Type,Disaster_Preparedness_Index,Infrastructure_Density,Economic_Resilience_Score,Time_to_Recovery_Days
Sendai,1664,38.2922,141.11,23,1.69,6.35,20,High,IV,25.9,Stiff,44.9,4.9,Low,Commercial,88,Concrete,High,Moderate,45.41,39367011.34,741,None,13246530848.48,0.0,13246530848.48,0.2,Likely,0.85,12.75,0.28,139
Osaka,1931,42.4196,135.6699,25,2.38,6.77,56,Moderate,III,2.64,Rocky,59.2,4.5,Moderate,Residential,64,Concrete,High,Moderate,51.54,47245127.46,267,Partial,6501487031.0,3250743515.5,3250743515.5,0.34,Worst case,0.48,2.96,0.5,431
Osaka,1957,34.9864,134.733,29,1.9,4.35,51,High,V,49.66,Stiff,61.5,6.3,Low,School,33,Mixed,High,Moderate,56.07,35342419.16,845,Partial,16744937787.45,8372468893.725,8372468893.725,0.86,Likely,0.72,15.21,0.28,280
Hiroshima,1764,34.2288,134.7706,23,2.15,4.4,17,Moderate,II,45.64,Rocky,44.7,6.2,High,Hospital,13,Concrete,Medium,High,31.98,11795635.83,625,None,2357652711.52,0.0,2357652711.52,0.6,Worst case,0.56,5.88,0.11,697
Tokyo,1619,37.9924,142.91,75,0.49,6.39,25,Moderate,IV,42.55,Rocky,27.5,4.1,Low,High-rise,60,Steel,Medium,Low,73.17,8869091.06,406,Full,2634742655.01,2634742655.01,0.0,0.68,Best case,0.91,31.55,0.22,207
Fukuoka,1567,42.6746,137.1448,6,3.83,6.37,14,Low,V,9.2,Stiff,54.2,5.9,Moderate,High-rise,11,Steel,Medium,Low,64.14,47266233.08,672,None,20372729595.13,0.0,20372729595.13,0.39,Best case,0.52,8.25,0.99,490
Tokyo,1989,31.9553,133.053,60,4.93,6.94,30,Moderate,IV,1.05,Rocky,7.2,5.8,High,School,97,Brick,Medium,Low,12.37,27379792.0,959,None,3248018179.31,0.0,3248018179.31,0.67,Worst case,0.66,6.92,0.98,255
Nagoya,1648,41.2713,144.12,57,1.88,7.28,67,High,III,31.43,Soft,19.0,6.5,High,Commercial,51,Mixed,High,High,22.41,40101903.73,687,Partial,6173956761.99,3086978380.995,3086978380.995,0.38,Likely,0.46,12.87,0.28,33
Sapporo,1929,43.7778,130.7049,35,4.89,5.32,35,Moderate,III,31.44,Stiff,46.6,7.4,High,School,43,Wood,Medium,Moderate,85.55,11719813.71,235,Full,2356180647.79,2356180647.79,0.0,0.78,Likely,0.45,30.8,0.5,236
Fukuoka,1639,34.3754,143.8646,68,1.52,5.29,95,Moderate,II,17.74,Soft,31.0,4.2,Low,Commercial,35,Steel,Medium,Moderate,54.06,34027855.5,99,None,1821150409.65,0.0,1821150409.65,0.64,Worst case,0.7,21.55,0.73,228
Tokyo,1798,33.8462,144.0097,94,2.59,6.63,47,Low,IV,21.04,Soft,37.6,7.6,High,Residential,90,Steel,Medium,High,54.48,40092429.39,920,Full,20094967089.14,20094967089.14,0.0,0.5,Likely,0.94,15.45,0.53,243
Yokohama,1992,40.3368,142.9546,48,0.64,4.11,67,Low,II,43.89,Rocky,18.3,7.3,Moderate,High-rise,53,Mixed,Low,Moderate,10.29,41312443.16,537,Full,2282814065.43,2282814065.43,0.0,0.56,Best case,0.36,24.0,0.87,443
Osaka,1948,39.226,132.6351,35,1.56,6.73,43,Moderate,V,11.37,Soft,15.8,5.3,Moderate,Hospital,34,Steel,Low,High,74.75,1349962.01,51,Full,51463926.73,51463926.73,0.0,0.4,Likely,0.15,23.06,0.33,473
Hiroshima,1538,40.5842,137.8233,64,3.63,4.99,84,High,V,38.29,Rocky,10.1,4.2,Moderate,Commercial,58,Mixed,Medium,High,16.43,23918310.18,454,Full,1784119376.61,1784119376.61,0.0,0.94,Worst case,0.51,15.22,0.61,682
Kobe,1830,41.4283,143.3996,92,3.98,7.45,9,Moderate,II,25.48,Soft,64.1,7.1,High,Hospital,91,Steel,Medium,Moderate,57.28,46418470.55,833,None,22148220442.56,0.0,22148220442.56,0.94,Likely,0.15,27.82,0.9,546
Hiroshima,1645,32.1422,138.6974,69,4.77,6.88,96,Moderate,III,49.94,Rocky,8.6,6.3,High,Hospital,40,Steel,Low,Low,18.13,22538584.15,64,None,261519699.61,0.0,261519699.61,0.17,Likely,0.2,43.61,0.53,397
Nagoya,1869,44.1706,135.0232,76,1.8,6.78,65,Low,III,46.88,Soft,49.2,6.3,Moderate,High-rise,42,Concrete,Medium,Moderate,86.66,27339467.04,26,None,616001935.56,0.0,616001935.56,0.12,Worst case,0.58,34.73,0.77,452
Tokyo,1790,43.0077,144.3376,70,2.71,5.42,44,Moderate,II,2.79,Rocky,13.4,4.2,High,Hospital,68,Wood,Medium,Moderate,56.28,12135791.62,316,Full,2158287433.5,2158287433.5,0.0,0.19,Best case,0.37,5.44,0.7,239
Kobe,1551,35.5646,141.5823,98,0.17,7.14,31,Moderate,V,21.59,Soft,55.8,5.9,Low,Residential,35,Brick,Medium,High,54.0,17761402.3,85,None,815248365.57,0.0,815248365.57,0.73,Worst case,0.27,37.78,0.31,408
Tokyo,1651,30.1363,139.7245,85,2.28,7.38,26,High,IV,35.35,Stiff,47.5,7.5,Moderate,School,82,Concrete,High,Low,78.78,29572182.11,775,Full,18055147926.35,18055147926.35,0.0,0.69,Worst case,0.45,7.44,0.34,422
Osaka,1923,43.0059,133.6599,50,4.79,4.87,91,Low,V,34.51,Stiff,59.4,5.3,Low,School,28,Concrete,Low,Moderate,32.28,26778606.65,159,Partial,1374417342.03,687208671.015,687208671.015,0.34,Worst case,0.21,12.29,0.2,492
Tokyo,1983,35.7943,135.3021,56,0.33,7.32,49,High,II,0.34,Stiff,54.7,6.1,High,School,66,Concrete,Low,High,42.8,29250704.51,131,None,1640028500.47,0.0,1640028500.47,0.81,Worst case,0.46,1.13,0.86,532
Kobe,1980,37.4406,130.1165,44,3.72,4.74,43,High,IV,34.36,Soft,58.0,5.7,Moderate,School,32,Concrete,Low,Moderate,23.49,7555129.1,83,Full,147300085.52,147300085.52,0.0,0.21,Best case,0.16,24.69,0.3,298
Nagoya,1911,38.172,131.8847,87,1.27,4.75,68,Low,V,36.12,Soft,5.5,6.0,Low,School,21,Brick,High,High,38.23,48846369.94,964,Partial,18001704407.85,9000852203.925,9000852203.925,0.48,Best case,0.5,15.86,0.74,508
Yokohama,1703,34.0169,136.4835,76,4.31,6.96,26,Low,II,32.22,Stiff,16.9,4.9,Low,Hospital,81,Wood,High,High,64.63,1481550.08,189,None,180972379.36,0.0,180972379.36,0.3,Likely,0.26,43.45,0.5,136
Fukuoka,1934,42.1744,134.4088,57,4.92,7.18,38,High,II,2.63,Stiff,11.8,6.3,High,High-rise,13,Mixed,High,High,82.78,8661744.94,49,Partial,351339430.61,175669715.305,175669715.305,0.49,Best case,0.61,1.1,0.33,552
Yokohama,2001,40.8332,132.6124,9,3.2,5.82,71,Low,V,1.35,Soft,34.2,5.2,High,Commercial,70,Mixed,Medium,High,20.45,25702509.25,450,None,2365273413.73,0.0,2365273413.73,0.15,Worst case,0.5,28.14,0.37,586
Tokyo,1603,43.0155,140.6143,90,3.14,5.06,85,High,III,31.42,Soft,33.5,4.2,Moderate,Commercial,72,Concrete,High,Low,54.08,32673961.39,799,Partial,14118392577.45,7059196288.725,7059196288.725,0.83,Worst case,0.33,41.36,0.18,507
Nagoya,1730,37.4878,134.4481,78,0.75,6.42,81,Moderate,IV,11.02,Soft,11.7,6.3,High,Hospital,98,Mixed,Low,High,79.56,26881273.83,690,Full,14756851606.81,14756851606.81,0.0,0.34,Likely,0.92,22.35,0.22,689
Sendai,1536,39.3908,131.1292,57,3.15,4.77,6,Moderate,III,6.78,Soft,21.9,5.5,Moderate,Hospital,87,Brick,High,Moderate,74.8,48505054.07,233,Full,8453654843.54,8453654843.54,0.0,0.74,Worst case,0.2,37.06,0.35,666
Niigata,1589,32.559,136.5514,2,3.97,6.11,10,Low,V,1.23,Stiff,50.3,6.9,High,School,21,Mixed,Low,Moderate,39.67,18041337.75,75,None,536774901.41,0.0,536774901.41,0.16,Best case,0.84,32.67,0.68,640
Tokyo,1927,38.0879,133.8264,0,4.57,5.54,66,Low,II,10.63,Soft,11.3,4.3,High,Residential,64,Wood,Low,High,75.13,43058191.16,939,None,30376292258.38,0.0,30376292258.38,0.52,Best case,0.94,32.41,0.38,531
Kobe,1715,43.9722,135.0735,48,4.91,6.32,89,Moderate,II,34.13,Soft,48.0,6.9,Low,High-rise,26,Steel,High,High,31.83,7137310.32,132,Full,299878375.48,299878375.48,0.0,0.19,Worst case,0.11,7.84,0.74,554
Yokohama,1859,36.7356,136.8896,20,4.36,6.58,89,Low,V,12.23,Rocky,32.4,7.4,Low,Residential,11,Wood,High,Low,34.91,22861313.57,208,Full,1660023990.0,1660023990.0,0.0,0.27,Best case,0.19,45.64,0.84,477
Yokohama,1632,40.8109,137.7104,45,2.25,5.2,8,Moderate,IV,4.57,Soft,54.2,6.3,High,Commercial,80,Wood,High,Low,78.92,10282728.23,558,Full,4528242048.47,4528242048.47,0.0,0.15,Worst case,0.63,42.18,0.12,441
Hiroshima,1570,31.6424,133.0428,96,2.75,4.99,90,High,V,13.71,Rocky,6.7,6.9,Low,Residential,43,Brick,Medium,Moderate,76.26,36065415.13,230,None,6325801682.97,0.0,6325801682.97,0.71,Best case,0.29,18.27,0.21,566
Sendai,1931,41.3886,139.2962,86,3.18,4.64,53,High,II,16.43,Rocky,44.1,5.3,Moderate,Hospital,53,Brick,Medium,Moderate,71.42,35460584.16,608,Partial,15398177117.9,7699088558.95,7699088558.95,0.83,Likely,0.71,25.36,0.96,241
Fukuoka,1650,39.6067,134.7124,0,0.26,7.34,2,Low,III,35.61,Rocky,16.4,4.9,High,High-rise,45,Concrete,High,Low,82.76,11374004.24,520,Full,4894825472.69,4894825472.69,0.0,0.93,Likely,0.98,11.89,0.29,600
Sapporo,2007,39.6889,133.4932,15,2.91,5.23,64,Low,V,37.74,Rocky,25.1,5.8,Moderate,Hospital,99,Steel,High,Moderate,19.06,1113846.9,491,Partial,104238916.6,52119458.3,52119458.3,0.37,Worst case,0.42,28.67,0.33,288
Fukuoka,1665,33.8844,143.1812,32,0.61,6.3,70,Moderate,V,11.15,Soft,40.5,6.7,Moderate,Hospital,32,Concrete,Low,Moderate,62.53,15777756.62,65,Partial,641279028.94,320639514.47,320639514.47,0.16,Worst case,0.84,17.45,0.62,621
Nagoya,1658,36.3442,141.9337,50,0.74,6.25,52,Low,V,27.25,Stiff,10.6,4.9,Moderate,High-rise,82,Brick,Low,High,35.1,33135217.6,543,Full,6315340528.04,6315340528.04,0.0,0.31,Likely,0.3,3.68,0.12,314
Sapporo,1992,30.5851,136.8335,79,2.6,4.49,94,Moderate,II,49.58,Soft,15.6,6.8,Moderate,High-rise,14,Wood,Low,Moderate,88.3,49294435.96,880,Full,38303748518.36,38303748518.36,0.0,0.22,Worst case,0.9,14.48,0.3,152
Sapporo,1860,43.6529,135.7425,11,2.5,4.76,11,High,III,15.52,Stiff,54.5,7.7,High,Hospital,74,Wood,Medium,Moderate,84.94,47688885.07,371,Partial,15028074361.01,7514037180.505,7514037180.505,0.76,Likely,0.33,4.3,0.34,726
Kobe,1655,30.0555,132.4384,24,1.36,6.52,28,Moderate,II,34.03,Stiff,24.5,5.8,Moderate,High-rise,49,Wood,Medium,Moderate,74.96,12516533.64,279,Full,2617687819.02,2617687819.02,0.0,0.98,Worst case,0.88,9.52,0.14,284
Nagoya,1658,32.6603,130.1056,56,1.14,4.93,77,High,IV,33.94,Soft,20.4,4.3,Moderate,School,98,Wood,High,Moderate,72.58,7651546.8,936,Full,5198069136.72,5198069136.72,0.0,0.41,Likely,0.16,36.98,0.57,143
Osaka,1978,34.0758,142.2393,56,1.38,4.32,1,Low,V,49.07,Rocky,45.9,5.7,Moderate,Commercial,13,Steel,Low,Moderate,82.02,7748970.85,480,Partial,3050738827.76,1525369413.88,1525369413.88,0.35,Likely,0.16,3.77,0.21,76
Sapporo,1831,43.9315,137.4512,68,2.28,6.48,55,Moderate,III,8.7,Rocky,28.5,6.5,Moderate,Residential,71,Steel,High,Moderate,15.86,29529634.99,844,None,3952789692.35,0.0,3952789692.35,1.0,Worst case,0.53,40.99,0.49,217
Yokohama,1702,38.9312,143.2989,99,3.06,6.21,89,Moderate,IV,7.72,Soft,45.7,4.1,Moderate,Residential,44,Mixed,High,Low,79.25,12587270.7,635,None,6334386638.89,0.0,6334386638.89,0.41,Best case,0.26,31.48,0.89,358
Niigata,1536,32.8852,140.7606,18,2.09,6.67,71,Low,III,34.49,Stiff,66.5,6.5,Moderate,Residential,27,Steel,Medium,High,43.71,26382752.1,691,Partial,7968543551.55,3984271775.775,3984271775.775,0.78,Best case,0.77,8.13,0.89,638
Tokyo,1889,33.4953,142.1971,25,0.97,5.23,91,Moderate,III,3.47,Rocky,42.6,6.4,High,Residential,79,Mixed,Low,Moderate,78.7,33794146.3,800,Partial,21276794510.48,10638397255.24,10638397255.24,0.15,Best case,0.73,3.73,0.92,580
Sendai,1917,37.6108,136.6226,37,1.53,7.04,49,Moderate,II,22.56,Soft,51.7,6.3,High,Commercial,72,Mixed,Low,Low,57.59,5002308.48,455,Full,1310777401.4,1310777401.4,0.0,0.32,Likely,0.92,17.43,0.96,681
Osaka,2012,39.4732,138.1441,22,2.34,4.52,88,Moderate,V,31.15,Stiff,34.0,7.1,Moderate,School,9,Wood,Medium,Moderate,18.99,20910279.32,790,Partial,3136981013.87,1568490506.935,1568490506.935,0.94,Best case,0.94,7.14,0.44,661
Kobe,1999,42.8275,135.3813,63,2.97,4.38,72,Moderate,V,8.74,Stiff,47.1,5.0,Moderate,Commercial,94,Brick,Low,Moderate,45.77,48669363.77,613,Full,13655168259.89,13655168259.89,0.0,0.65,Likely,0.9,4.85,0.4,202
Niigata,1903,36.1035,133.3105,21,3.69,6.4,45,Moderate,II,42.28,Stiff,46.3,4.2,High,Hospital,95,Wood,High,High,24.92,1962922.65,851,Full,416275436.05,416275436.05,0.0,0.19,Worst case,0.73,15.67,0.34,195
Sapporo,1983,42.8721,136.1191,28,0.88,6.77,24,Low,III,1.58,Soft,12.9,6.5,Low,Commercial,18,Concrete,High,Moderate,36.34,38716839.5,770,Partial,10833668595.21,5416834297.605,5416834297.605,0.2,Worst case,0.86,7.83,0.57,585
Sendai,1851,37.2582,143.463,39,1.77,4.75,75,High,IV,10.86,Stiff,40.2,7.9,High,Residential,69,Concrete,Medium,Moderate,29.58,47660743.84,620,None,8740789777.28,0.0,8740789777.28,0.61,Best case,0.44,48.28,0.35,203
Niigata,1773,30.2545,144.4055,30,2.56,4.9,26,High,V,46.61,Stiff,48.3,7.3,High,High-rise,5,Concrete,Low,High,86.03,45256343.85,29,None,1129086945.81,0.0,1129086945.81,0.55,Likely,0.16,34.54,0.55,55
Hiroshima,1915,37.2794,132.2407,96,2.73,7.01,18,Low,II,30.66,Stiff,15.2,7.8,Low,Hospital,76,Concrete,High,Moderate,69.82,29661613.8,880,Full,18224570104.54,18224570104.54,0.0,0.33,Best case,0.82,41.07,0.98,444
Tokyo,1536,33.098,141.0254,32,0.75,5.91,15,Low,II,4.47,Rocky,32.2,7.4,Low,School,39,Steel,Low,High,86.86,45959699.84,775,Full,30938461342.79,30938461342.79,0.0,0.34,Best case,0.89,7.32,0.75,413
Yokohama,1703,39.2427,144.4124,95,3.97,4.82,62,Low,II,13.71,Rocky,25.8,7.1,High,School,82,Mixed,High,High,15.78,43463188.74,99,Full,678990627.13,678990627.13,0.0,0.14,Worst case,0.36,23.11,0.21,570
Sendai,1532,41.383,131.5869,48,0.49,4.67,22,Moderate,V,25.68,Rocky,66.8,6.1,Low,Residential,20,Concrete,High,High,54.67,40046216.94,449,Partial,9830076793.69,4915038396.845,4915038396.845,0.52,Best case,0.54,42.49,0.85,559
Sapporo,1637,38.8185,144.0181,53,2.91,4.83,98,High,II,30.23,Soft,39.3,6.2,High,Hospital,74,Concrete,High,Low,25.3,47514777.42,868,Partial,10434435180.54,5217217590.27,5217217590.27,0.8,Best case,0.25,22.92,0.29,36
Fukuoka,1751,34.8472,138.1616,39,0.5,5.04,20,Moderate,V,48.28,Stiff,29.5,5.0,High,High-rise,41,Concrete,Low,High,47.29,14521492.58,674,Partial,4628502128.89,2314251064.445,2314251064.445,0.29,Likely,0.74,2.04,0.48,132
Kobe,1787,35.081,138.4561,69,4.59,6.04,25,Moderate,III,40.92,Stiff,49.4,4.7,Moderate,Hospital,31,Wood,Medium,High,32.13,45389671.89,627,None,9143980889.57,0.0,9143980889.57,0.34,Best case,0.57,12.48,0.21,53
Yokohama,1932,44.1565,144.6473,24,1.68,4.12,17,High,V,45.73,Soft,37.1,5.8,High,Residential,72,Brick,High,Moderate,27.53,33930915.63,476,Partial,4446402190.72,2223201095.36,2223201095.36,0.28,Worst case,0.2,19.79,0.85,462
Niigata,1909,41.8008,137.6459,86,0.66,6.06,42,Moderate,IV,18.8,Rocky,54.2,6.2,Low,School,26,Brick,High,Moderate,31.65,31407285.5,253,None,2514922682.77,0.0,2514922682.77,0.47,Likely,0.94,32.23,0.82,533
Niigata,1964,44.7165,141.1057,10,3.94,4.59,49,High,III,1.37,Soft,31.2,8.0,Moderate,High-rise,11,Steel,Medium,Low,54.28,27470646.07,702,Full,10467568814.13,10467568814.13,0.0,0.75,Worst case,0.55,34.32,0.28,200
Kobe,1739,44.9343,139.9848,20,0.86,5.05,49,Low,III,36.5,Stiff,62.8,4.2,Moderate,High-rise,72,Steel,Low,Low,39.63,49341905.05,110,None,2150961666.84,0.0,2150961666.84,0.68,Likely,0.37,23.54,0.35,584
Sendai,1792,32.3931,143.2834,77,2.85,4.6,65,Low,II,15.94,Soft,43.6,4.8,Moderate,School,7,Mixed,Low,Moderate,14.36,20086285.27,167,Full,481693224.32,481693224.32,0.0,0.82,Likely,0.81,15.56,0.22,258
Kobe,1938,31.5141,132.9852,39,4.69,6.42,23,Moderate,IV,12.17,Stiff,59.7,4.8,High,Hospital,28,Mixed,Low,Low,56.93,1062135.77,990,Partial,598627154.92,299313577.46,299313577.46,0.93,Worst case,0.69,5.43,0.95,408
Osaka,1706,35.0582,136.0339,23,3.44,7.11,52,Low,V,20.05,Rocky,27.8,7.1,Moderate,High-rise,49,Mixed,High,Low,27.78,26489535.78,72,None,529833098.86,0.0,529833098.86,0.44,Likely,0.24,40.12,0.74,121
Sendai,1777,42.1405,135.6893,77,0.96,7.35,81,Low,II,17.75,Stiff,37.7,6.0,High,High-rise,69,Wood,Low,Moderate,52.1,9550425.83,259,Partial,1288724911.07,644362455.535,644362455.535,0.86,Best case,0.68,32.89,0.88,484
Nagoya,1764,31.4227,138.1619,57,2.55,5.45,40,Moderate,V,8.34,Soft,56.8,6.9,High,School,25,Mixed,Medium,High,44.42,9524892.58,345,Partial,1459680262.99,729840131.495,729840131.495,0.39,Best case,0.2,20.04,0.13,313
Kobe,1796,39.9524,142.5444,32,4.43,5.66,21,High,V,7.83,Soft,68.4,7.4,High,Hospital,2,Mixed,Medium,Low,9.32,43314283.35,772,Partial,3116480012.75,1558240006.375,1558240006.375,0.37,Worst case,0.67,18.15,0.94,378
Fukuoka,1564,38.2412,138.863,54,3.9,6.18,96,Moderate,V,42.18,Soft,17.7,7.3,Low,Hospital,19,Concrete,High,Low,48.26,4059769.47,509,Full,997255575.83,997255575.83,0.0,0.29,Worst case,0.61,43.52,0.49,598
Niigata,1894,31.2772,134.5442,86,2.01,7.33,52,High,II,49.63,Soft,50.4,5.2,Moderate,School,62,Mixed,Low,Low,12.08,36503337.55,311,Full,1371386587.75,1371386587.75,0.0,0.12,Best case,0.73,2.06,0.67,331
Fukuoka,1590,35.7354,136.6469,90,0.17,5.27,78,High,IV,40.44,Soft,28.5,6.1,Low,High-rise,52,Brick,High,Low,66.92,16506274.25,810,Full,8947258969.76,8947258969.76,0.0,0.94,Best case,0.75,29.28,0.68,144
Nagoya,1714,37.6426,138.1862,56,2.19,5.55,72,Low,IV,47.54,Stiff,31.6,5.9,Low,School,25,Mixed,High,Low,25.19,48967058.25,455,None,5612334897.79,0.0,5612334897.79,0.58,Likely,0.56,12.91,0.77,389
Niigata,1525,36.2165,141.4367,29,3.36,4.37,51,High,V,32.55,Stiff,58.6,5.7,High,Hospital,80,Steel,Medium,Moderate,78.8,21292444.21,449,Full,7533522270.83,7533522270.83,0.0,0.64,Likely,0.74,1.36,0.57,669
Tokyo,1898,32.2321,141.6381,61,4.85,5.89,97,High,II,47.25,Rocky,48.8,4.3,High,Hospital,24,Wood,High,Moderate,82.01,27538249.22,424,None,9575666110.58,0.0,9575666110.58,0.51,Likely,0.62,18.48,0.25,492
Yokohama,1885,30.9016,143.739,72,1.04,6.12,13,Low,III,10.47,Soft,7.6,7.0,High,High-rise,31,Concrete,High,Moderate,85.56,3631156.85,831,Full,2581765592.51,2581765592.51,0.0,0.64,Best case,0.58,2.36,0.32,451
Sapporo,1839,37.6253,144.8775,38,1.47,5.98,7,High,II,20.68,Rocky,53.8,6.8,High,Residential,42,Mixed,High,High,42.65,28510480.52,676,None,8219970680.64,0.0,8219970680.64,0.4,Best case,0.5,42.99,0.72,664
Sapporo,1537,41.9443,138.746,15,0.39,7.11,7,High,IV,15.73,Rocky,38.3,7.8,Low,Hospital,90,Brick,High,High,22.7,11055784.28,512,Full,1284947472.16,1284947472.16,0.0,0.46,Likely,0.28,21.81,0.45,132
Nagoya,1647,41.429,137.5767,42,0.77,5.18,53,High,II,5.15,Soft,52.5,5.5,High,High-rise,89,Steel,Low,Low,27.8,29949422.14,95,Partial,790964238.72,395482119.36,395482119.36,0.76,Likely,0.33,25.05,0.17,611
Hiroshima,1736,38.4322,138.2906,8,4.78,7.06,53,Low,III,13.44,Soft,6.4,6.9,Low,Commercial,51,Wood,Low,Low,21.85,8056157.97,171,None,301006258.31,0.0,301006258.31,0.97,Best case,0.54,4.12,0.6,63
Yokohama,1868,30.7439,131.4202,61,2.55,6.1,88,Low,V,36.06,Rocky,20.0,6.7,Moderate,School,44,Mixed,Low,Moderate,63.74,44276459.59,836,None,23593437626.47,0.0,23593437626.47,0.34,Best case,0.83,3.71,0.58,472
Yokohama,1847,33.921,144.199,62,3.32,6.88,69,Low,IV,48.45,Rocky,51.4,7.7,Low,High-rise,17,Mixed,High,High,14.95,26880708.35,222,Partial,892143829.43,446071914.715,446071914.715,0.75,Worst case,0.67,18.63,0.47,332
Osaka,1817,32.9226,137.37,17,2.51,6.93,48,Moderate,V,13.85,Soft,9.3,6.8,Moderate,Commercial,55,Concrete,High,Low,23.5,48335051.5,302,Partial,3430338604.95,1715169302.475,1715169302.475,0.9,Worst case,0.47,8.12,0.57,634
Sapporo,1676,33.0176,131.201,23,0.15,4.3,62,Low,II,14.34,Soft,41.4,5.1,High,Commercial,83,Steel,Medium,Low,63.07,3564310.01,89,Partial,200072918.77,100036459.385,100036459.385,0.89,Worst case,0.13,5.45,0.87,572
Sendai,1714,40.9074,144.7114,74,3.71,6.2,28,High,V,39.63,Soft,17.1,4.3,Moderate,Hospital,81,Steel,High,Low,67.03,37037712.9,976,Full,24230545861.91,24230545861.91,0.0,0.43,Likely,0.86,28.18,0.91,602
Sendai,1988,33.3066,143.8793,82,3.38,7.11,65,Low,IV,30.35,Soft,17.3,7.2,Low,Commercial,37,Steel,Low,Low,33.59,26432062.99,978,Partial,8683202299.26,4341601149.63,4341601149.63,0.18,Best case,0.6,25.64,0.23,121
Osaka,2008,41.2541,134.7593,83,1.54,4.91,77,High,V,14.26,Stiff,41.0,4.0,Moderate,Commercial,36,Mixed,Low,Moderate,86.19,12767428.21,607,Full,6679577549.14,6679577549.14,0.0,0.65,Worst case,0.46,34.15,0.27,35
Kobe,1871,40.4552,138.4017,88,3.76,5.92,32,High,V,3.93,Rocky,62.3,4.3,Moderate,Hospital,16,Brick,Medium,Moderate,75.18,3940401.44,422,Partial,1250130184.69,625065092.345,625065092.345,0.43,Worst case,0.61,44.2,0.95,108
Osaka,1858,43.1069,137.5273,21,2.11,5.65,32,Low,III,14.35,Stiff,21.2,5.4,High,High-rise,78,Mixed,High,High,30.64,19816934.62,328,None,1991586075.76,0.0,1991586075.76,0.53,Likely,0.45,45.54,0.13,713
Sapporo,1871,43.8113,138.7238,48,2.8,7.31,63,High,IV,40.36,Stiff,39.0,4.5,High,School,70,Wood,Low,Moderate,81.47,39314696.41,896,Full,28698596116.04,28698596116.04,0.0,0.88,Worst case,0.79,13.14,0.13,419
Osaka,1770,37.9564,139.9418,24,1.92,5.76,50,High,II,15.29,Rocky,39.1,6.6,High,Hospital,99,Wood,Medium,High,50.97,41099671.43,557,Partial,11668315908.02,5834157954.01,5834157954.01,0.36,Worst case,0.16,17.94,0.77,484
Sapporo,1642,36.1803,132.076,32,4.66,7.32,55,High,V,16.9,Rocky,63.9,6.3,Moderate,High-rise,10,Brick,Medium,Moderate,43.23,38061446.68,780,None,12834091451.82,0.0,12834091451.82,0.64,Best case,0.73,5.43,0.55,650
Sendai,1790,43.479,143.4439,46,4.47,5.51,14,High,II,43.25,Rocky,25.8,4.7,High,Commercial,84,Wood,Low,Moderate,40.53,13308408.23,943,Partial,5086445677.85,2543222838.925,2543222838.925,0.16,Likely,0.76,28.43,0.42,496
Niigata,1673,35.2008,141.1968,86,1.6,4.25,11,Low,V,37.22,Stiff,14.9,4.5,High,Hospital,97,Mixed,Medium,Moderate,59.94,43792232.79,724,None,19004322578.05,0.0,19004322578.05,0.16,Best case,0.22,43.08,0.67,693
Sapporo,1816,43.1171,130.6515,37,3.31,4.82,50,High,II,0.88,Rocky,38.6,6.1,High,Hospital,54,Concrete,Medium,Low,36.68,18233781.08,948,Full,6340367053.34,6340367053.34,0.0,0.29,Worst case,0.82,40.35,0.47,583
Kobe,1771,42.0482,138.4282,31,3.63,5.26,1,Moderate,V,15.23,Stiff,6.6,4.0,High,Residential,91,Mixed,Low,Moderate,30.74,23507954.5,570,Partial,4119016771.58,2059508385.79,2059508385.79,0.82,Worst case,0.34,12.98,0.3,586
Yokohama,1647,31.4782,133.4812,21,1.17,4.46,38,Low,II,20.76,Rocky,10.8,5.8,High,High-rise,7,Steel,Medium,Moderate,44.83,29973756.3,380,Partial,5106149280.73,2553074640.365,2553074640.365,0.17,Worst case,0.84,21.96,0.64,243
Fukuoka,1681,35.0604,131.3455,32,4.3,5.66,59,Moderate,IV,11.18,Rocky,65.7,5.4,Moderate,Residential,4,Concrete,Low,Moderate,61.48,35731163.98,982,Partial,21572104261.84,10786052130.92,10786052130.92,0.1,Worst case,0.31,46.98,0.25,496
Kobe,1605,41.8496,139.5894,9,4.97,6.38,59,Moderate,V,37.38,Soft,70.0,6.9,Low,High-rise,22,Concrete,Low,Low,49.06,29780041.77,577,None,8430021060.09,0.0,8430021060.09,0.1,Worst case,0.5,42.01,0.62,220
Hiroshima,1617,36.9781,130.9478,96,0.88,4.57,30,Low,III,48.63,Stiff,40.4,6.2,Moderate,Commercial,36,Mixed,Medium,High,24.74,44183579.74,675,Full,7378436898.68,7378436898.68,0.0,0.36,Worst case,0.56,40.53,0.14,133
